STREAM_ID,sourceID,source,site name,latitude_wgs84,longitude_wgs84,drainagearea_sqkm,state_name,time_zone,WQ_parameters
STREAM-gauge-4406,07076000,USGS,Little Red River near Heber Springs,35.517222,-91.997222,2978.4885,Arkansas,Central,"WTemp_C,DO_mgL"
STREAM-gauge-4407,07076517,USGS,"Little Red River near Dewey, AR",35.438056,-91.745833,3470.5866,Arkansas,Central,WTemp_C
STREAM-gauge-4408,07077380,USGS,"Cache River at Egypt, AR",35.8575,-90.933056,1815.58299,Arkansas,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-4409,07077500,USGS,"Cache River at Patterson, AR",35.26972199999999,-91.236389,2693.5896,Arkansas,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-2220,07083000,USGS,"HALFMOON CREEK NEAR MALTA, CO",39.172213,-106.389193,60.86476500000001,Colorado,Mountain,WTemp_C
STREAM-gauge-2221,07086000,USGS,"ARKANSAS RIVER AT GRANITE, CO.",39.042771,-106.265855,1105.9257300000004,Colorado,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2222,07096000,USGS,"ARKANSAS RIVER AT CANON CITY, CO.",38.433887,-105.257213,8072.998829999998,Colorado,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2223,07097000,USGS,"ARKANSAS RIVER AT PORTLAND, CO.",38.388334,-105.016096,10422.11976,Colorado,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2224,07099400,USGS,"ARKANSAS RIVER ABOVE PUEBLO, CO",38.271669,-104.718033,12095.2533,Colorado,Mountain,"WTemp_C,SpC_uScm,DO_mgL"
STREAM-gauge-2225,07099969,USGS,"ARKANSAS R. AT ST CHARLES MESA DIVER. AT PUEBLO,CO",38.253614,-104.606085,12374.97222,Colorado,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2226,07099970,USGS,"ARKANSAS RIVER AT MOFFAT STREET AT PUEBLO, CO",38.253614,-104.606085,12224.7528,Colorado,Mountain,SpC_uScm
STREAM-gauge-2227,07099971,USGS,"ARKANSAS RIVER BELOW MOFFAT STREET AT PUEBLO, CO",38.253275,-104.602878,,Colorado,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2228,07103700,USGS,"FOUNTAIN CREEK NEAR COLORADO SPRINGS, CO.",38.854714,-104.878031,264.17898,Colorado,Mountain,"WTemp_C,Turb_FNU"
STREAM-gauge-2229,07103707,USGS,"FOUNTAIN CREEK BL 8TH ST., AT COLO. SPRINGS, CO.",38.829437,-104.839697,308.20881,Colorado,Mountain,WTemp_C
STREAM-gauge-2230,07103970,USGS,"MONUMENT CR ABV WOODMEN RD AT COLORADO SPRINGS, CO",38.933882,-104.817199,466.1982,Colorado,Mountain,WTemp_C
STREAM-gauge-2231,07104905,USGS,"MONUMENT CREEK AT BIJOU ST. AT COLO. SPRINGS, CO",38.837215,-104.829419,608.64765,Colorado,Mountain,WTemp_C
STREAM-gauge-2232,07105500,USGS,"FOUNTAIN CREEK AT COLORADO SPRINGS, CO",38.816382,-104.822752,1015.27608,Colorado,Mountain,WTemp_C
STREAM-gauge-2233,07105530,USGS,"FOUNTAIN CR BLW JANITELL RD BLW COLO. SPRINGS, CO",38.803049,-104.795807,1069.6658699999996,Colorado,Mountain,WTemp_C
STREAM-gauge-2234,07105780,USGS,"B DITCH DRAIN NEAR SECURITY, CO.",38.752495,-104.762472,,Colorado,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2235,07105800,USGS,"FOUNTAIN CREEK AT SECURITY, CO",38.72944,-104.733861,1294.995,Colorado,Mountain,WTemp_C
STREAM-gauge-2236,07105815,USGS,"CLOVER DITCH DRAIN AT QUINN ST NR WIDEFIELD, CO",38.729722,-104.767639,,Colorado,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2237,07105820,USGS,"CLOVER DITCH DRAIN NEAR WIDEFIELD, CO.",38.718607,-104.729139,,Colorado,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2238,07105900,USGS,"JIMMY CAMP CREEK AT FOUNTAIN, CO.",38.684441,-104.688583,169.385346,Colorado,Mountain,WTemp_C
STREAM-gauge-2239,07106000,USGS,"FOUNTAIN CREEK NEAR FOUNTAIN, CO.",38.601665,-104.67025,1740.4732800000004,Colorado,Mountain,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-2240,07106300,USGS,"FOUNTAIN CREEK NEAR PINON, CO",38.429444,-104.598056,2240.34135,Colorado,Mountain,WTemp_C
STREAM-gauge-2241,07106500,USGS,"FOUNTAIN CREEK AT PUEBLO, CO.",38.28778,-104.601085,2395.74075,Colorado,Mountain,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-2242,07109500,USGS,"ARKANSAS RIVER NEAR AVONDALE, CO.",38.248058,-104.399136,16197.79746,Colorado,Mountain,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-2243,07119700,USGS,"ARKANSAS RIVER AT CATLIN DAM, NEAR FOWLER, CO.",38.125839,-103.911901,28233.48099,Colorado,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2244,07120500,USGS,"ARKANSAS RIVER NEAR ROCKY FORD, CO.",38.065286,-103.686059,28722.9891,Colorado,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2245,07124000,USGS,"ARKANSAS RIVER AT LAS ANIMAS, CO.",38.08084,-103.219652,36894.40755,Colorado,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2246,07126300,USGS,"PURGATOIRE RIVER NEAR THATCHER, CO.",37.356406,-103.900238,4957.24086,Colorado,Mountain,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-2247,07126485,USGS,"PURGATOIRE RIVER AT ROCK CROSSING NR TIMPAS, CO.",37.618347,-103.593557,7143.19242,Colorado,Mountain,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-2248,07130500,USGS,"ARKANSAS RIVER BELOW JOHN MARTIN RESERVOIR, CO.",38.06639600000001,-102.932423,47899.27506,Colorado,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2815,07137500,USGS,"ARKANSAS R NR COOLIDGE, KS",38.027517,-102.011577,65811.6459,Kansas,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2816,07143672,USGS,"L ARKANSAS R AT HWY 50 NR HALSTEAD, KS",38.028531,-97.540542,1965.80241,Kansas,Central,"DO_mgL,Turb_FNU,NO3_mgNL,fDOM_QSU"
STREAM-gauge-2817,07144100,USGS,"L ARKANSAS R NR SEDGWICK, KS",37.883067,-97.424486,3208.997610000001,Kansas,Central,"DO_mgL,Turb_FNU,NO3_mgNL,fDOM_QSU"
STREAM-gauge-2818,07144780,USGS,"NF NINNESCAH R AB CHENEY RE, KS",37.862197,-98.013781,1846.66287,Kansas,Central,"SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-110,07160350,USGS,"Skeleton Creek at Enid, OK",36.376145,-97.800333,181.2993,Oklahoma,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-111,07164500,USGS,"Arkansas River at Tulsa, OK",36.140648,-96.006387,192850.6554,Oklahoma,Central,"WTemp_C,DO_mgL"
STREAM-gauge-2819,07170000,USGS,"ELK R NR ELK CITY, KS",37.263699,-95.901821,1489.24425,Kansas,Central,"WTemp_C,Turb_FNU"
STREAM-gauge-112,07177500,USGS,"Bird Creek near Sperry, OK",36.278425,-95.954162,2349.12093,Oklahoma,Central,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-113,07178200,USGS,"Bird Ck at State Highway 266 near Catoosa, OK",36.223151,-95.819432,2908.55877,Oklahoma,Central,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-2820,07179330,USGS,"NEOSHO R AB COUNCIL GROVE LK, KS",38.728669,-96.572961,,Kansas,Central,Turb_FNU
STREAM-gauge-2821,07179750,USGS,"NEOSHO R AT BURLINGAME RD NR EMPORIA, KS",38.428625,-96.158329,1960.62243,Kansas,Central,Turb_FNU
STREAM-gauge-2822,07182250,USGS,"COTTONWOOD R NR PLYMOUTH, KS",38.397514,-96.356112,4506.5826,Kansas,Central,Turb_FNU
STREAM-gauge-2823,07182390,USGS,"NEOSHO R AT NEOSHO RAPIDS, KS",38.368071,-96.000269,7130.24247,Kansas,Central,Turb_FNU
STREAM-gauge-2824,07182510,USGS,"NEOSHO R AT BURLINGTON, KS",38.194467,-95.735264,7878.74958,Kansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-2825,07183000,USGS,"NEOSHO R NR IOLA, KS",37.922258,-95.42776,9642.53277,Kansas,Central,Turb_FNU
STREAM-gauge-2826,07183500,USGS,"NEOSHO R NR PARSONS, KS",37.340059,-95.109969,12703.90095,Kansas,Central,Turb_FNU
STREAM-gauge-114,07185080,USGS,"Neosho River at Miami, OK",36.864793,-94.878845,15568.42989,Oklahoma,Central,"WTemp_C,Turb_FNU"
STREAM-gauge-115,071912213,USGS,"Spavinaw Creek near Colcord, OK",36.322569,-94.685233,422.16837,Oklahoma,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-116,07191222,USGS,"Beaty Creek near Jay, OK",36.355359,-94.776339,153.068409,Oklahoma,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-117,07191288,USGS,"Spavinaw Creek near Eucha, OK",36.379251,-94.936901,929.80641,Oklahoma,Central,"WTemp_C,DO_mgL,Turb_FNU"
STREAM-gauge-118,07191315,USGS,Saline Creek near Bull Hollow OK,36.304039,-94.878761,61.8230613,Oklahoma,Central,"WTemp_C,Turb_FNU"
STREAM-gauge-119,07191322,USGS,Saline Ck at CR 490 nr Kenwood OK,36.311619,-94.989214,147.9920286,Oklahoma,Central,"WTemp_C,Turb_FNU"
STREAM-gauge-4410,071948095,USGS,"Mud Creek near Johnson, AR",36.122808,-94.162561,,Arkansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-4411,07194880,USGS,"Osage Creek near Cave Springs, AR",36.28145900000001,-94.227997,89.872653,Arkansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-4412,07194933,USGS,"Spring Creek at Hwy 112 nr Springdale, AR",36.243778000000006,-94.239139,90.64965,Arkansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-120,07195500,USGS,"Illinois River near Watts, OK",36.130082,-94.572164,1631.6937,Oklahoma,Central,"WTemp_C,Turb_FNU"
STREAM-gauge-121,07198000,USGS,"Illinois River near Gore, OK",35.573151,-95.068846,4182.83385,Oklahoma,Central,"WTemp_C,DO_mgL"
STREAM-gauge-1012,07214550,USGS,"MORA CREEK AT HOLMAN, NM",36.035217,-105.379983,,New Mexico,Mountain,"WTemp_C,DO_mgL,pH,Turb_FNU"
STREAM-gauge-1013,07218525,USGS,"SAPELLO RIVER ABOVE SAPELLO, NM",35.772989,-105.304481,,New Mexico,Mountain,"WTemp_C,DO_mgL,pH,Turb_FNU"
STREAM-gauge-1014,07227100,USGS,"REVUELTO CREEK NEAR LOGAN, NM",35.344386,-103.389606,2035.73214,New Mexico,Mountain,WTemp_C
STREAM-gauge-1049,07227500,USGS,"Canadian Rv nr Amarillo, TX",35.470326,-101.879628,50362.35555,Texas,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-122,07239000,USGS,"North Canadian River at Canton, OK",36.076984,-98.59675,33115.61214,Oklahoma,Central,"WTemp_C,DO_mgL"
STREAM-gauge-123,07239450,USGS,"North Canadian River near Calumet, OK",35.616993,-98.065332,34288.87761,Oklahoma,Central,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-124,07239500,USGS,"North Canadian River near El Reno, OK",35.563107,-97.95755,34490.89683,Oklahoma,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-125,07239700,USGS,"North Canadian River near Yukon, OK",35.53949799999999,-97.742544,34850.905439999995,Oklahoma,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-126,07241000,USGS,"North Canadian River blw Lk Overholser nr OKC, OK",35.478668,-97.663375,34946.735069999995,Oklahoma,Central,"WTemp_C,SpC_uScm,DO_mgL"
STREAM-gauge-127,07241520,USGS,"North Canadian River at Britton Rd at OKC, OK",35.565615,-97.367258,35451.78312,Oklahoma,Central,"WTemp_C,SpC_uScm,DO_mgL"
STREAM-gauge-128,07241550,USGS,"North Canadian River near Harrah, OK",35.500341,-97.193919,35677.11225,Oklahoma,Central,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-4413,07257500,USGS,"Illinois Bayou near Scottsville, AR",35.466389,-93.041111,624.18759,Arkansas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-4414,07263296,USGS,"Maumelle River near Wye, AR",34.878889,-92.685556,189.06927,Arkansas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-4415,072632966,USGS,"Lake Maumelle at State Hwy 10 near Wye, AR",34.875278,-92.653889,231.545106,Arkansas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-4416,07263555,USGS,"Fourche Creek at Univ. Avenue at Little Rock, AR",34.706944,-92.344444,255.891012,Arkansas,Central,WTemp_C
STREAM-gauge-4417,07263878,USGS,"Salt Bayou Ditch nr Humphrey, AR",34.394721999999994,-91.720278,336.6987,Arkansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-4418,072638805,USGS,"Fish Lake Ditch near Altheimer, AR",34.261164,-91.699083,510.22803,Arkansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-4419,07264000,USGS,"Bayou Meto near Lonoke, AR",34.736667,-91.915833,536.12793,Arkansas,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-4420,07264200,USGS,"BAYOU TWO PRAIRIE AT CARLISLE, ARK.",34.778993,-91.766252,391.08849,Arkansas,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-4421,07264500,USGS,"BAYOU METO NR STUTTGART, AR",34.454263,-91.61624,1486.65426,Arkansas,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-16,07280010,USGS,"TALLAHATCHIE RIVER AT ALLEN, MS",34.144639,-90.230111,,Mississippi,Central,WTemp_C
STREAM-gauge-17,07280550,USGS,"North Fork Tillatoba Cr @ Hwy 35 nr Charleston, MS",34.008806,-90.068833,132.348489,Mississippi,Central,"WTemp_C,DO_mgL,pH"
STREAM-gauge-18,07281600,USGS,"TALLAHATCHIE RIVER AT MONEY, MS",33.651389,-90.211111,13522.33779,Mississippi,Central,WTemp_C
STREAM-gauge-19,07287480,USGS,"PINEY CREEK NEAR YAZOO CITY, MISS.",32.907076,-90.382035,181.2993,Mississippi,Central,pH
STREAM-gauge-20,07287700,USGS,"PHILLIPS BAYOU AT POWELL, MS",34.48425,-90.530222,,Mississippi,Central,WTemp_C
STREAM-gauge-21,07288048,USGS,"RICHIES BAYOU AT SHERARD, MS",34.209222,-90.700194,,Mississippi,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-22,07288068,USGS,"HARRIS BAYOU AT PALMER RD EAST OF ALLIGATOR, MS",34.07475,-90.624944,,Mississippi,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-23,07288280,USGS,"BIG SUNFLOWER RIVER NR MERIGOLD, MS",33.8325,-90.67,1432.2644699999996,Mississippi,Central,WTemp_C
STREAM-gauge-24,07288500,USGS,"BIG SUNFLOWER RIVER AT SUNFLOWER, MS",33.547356,-90.543158,1986.52233,Mississippi,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU,NO3_mgNL"
STREAM-gauge-25,07288521,USGS,"PORTER BAYOU AT STEPHENSVILLE, MS",33.54825,-90.672361,,Mississippi,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-26,07288650,USGS,"BOGUE PHALIA NR LELAND, MS",33.396667,-90.847778,1253.55516,Mississippi,Central,WTemp_C
STREAM-gauge-27,0728875070,USGS,"DEER CREEK EAST OF LELAND, MS",33.401111,-90.891944,207.1992,Mississippi,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-28,07288847,USGS,"STEELE BAYOU NR GLEN ALLAN, MS",33.031513000000004,-90.99816,,Mississippi,Central,WTemp_C
STREAM-gauge-29,07288938,USGS,"STEELE BAYOU FLOODGATE (LANDSIDE) NR REDWOOD, MS",32.457167,-90.890333,,Mississippi,Central,NO3_mgNL
STREAM-gauge-30,07289730,USGS,"BIG BLACK RIVER NR BENTONIA, MS",32.603056,-90.363889,6060.5766,Mississippi,Central,NO3_mgNL
STREAM-gauge-306,07290880,USGS,"(USACE) Mississippi River at Natchez, MS",31.560444,-91.418722,2909076.768,Louisiana,Central,NO3_mgNL
STREAM-gauge-31,07291000,USGS,"HOMOCHITTO RIVER AT EDDICETON, MS",31.503056,-90.7775,468.78819,Mississippi,Central,NO3_mgNL
STREAM-gauge-32,07295000,USGS,"BUFFALO RIVER NR WOODVILLE, MS",31.226944,-91.295556,466.1982,Mississippi,Central,NO3_mgNL
STREAM-gauge-129,07301500,USGS,"North Fork Red River near Carter, OK",35.168108000000004,-99.507313,6868.65348,Oklahoma,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-130,07303400,USGS,"Elm Fork of North Fork Red River nr Carl, OK",35.011720000000004,-99.903714,1134.41562,Oklahoma,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-131,07305000,USGS,"North Fork Red River near Headrick, OK",34.638127000000004,-99.103691,11810.3544,Oklahoma,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-1050,07311782,USGS,"S Wichita Rv at Low Flow Dam nr Guthrie, TX",33.62203,-100.208995,577.56777,Texas,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-1051,07311800,USGS,"S Wichita Rv nr Benjamin, TX",33.644257,-99.800925,1512.55416,Texas,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-1052,07312500,USGS,"Wichita Rv at Wichita Falls, TX",33.909542,-98.533666,8132.5686,Texas,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-1053,07312700,USGS,"Wichita Rv nr Charlie, TX",34.05315,-98.296714,8906.97561,Texas,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-132,07331000,USGS,"Washita River near Dickson, OK",34.233427,-96.975845,18575.40828,Oklahoma,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-1054,07332605,USGS,"Bois D'Arc Ck at HWY 56 nr Bonham, TX",33.575794,-96.155744,372.95856,Texas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-1055,07332620,USGS,"Bois D'Arc Ck at FM 1396 nr Honey Grove, TX",33.682222,-95.984444,699.2973,Texas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-1056,07332622,USGS,"Bois D'Arc Ck at FM 409 nr Honey Grove, TX",33.744167,-95.961111,958.2963,Texas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-133,07335700,USGS,"Kiamichi River near Big Cedar, OK",34.638437,-94.612724,102.563604,Oklahoma,Central,WTemp_C
STREAM-gauge-1057,07336820,USGS,"Red River near De Kalb, TX",33.684,-94.694377,122423.6473,Texas,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-4422,07337000,USGS,"Red River at Index, AR",33.551944,-94.041111,124319.52,Arkansas,Central,WTemp_C
STREAM-gauge-134,07339000,USGS,"Mountain Fork near Eagletown, OK",34.041778,-94.619936,2071.992,Oklahoma,Central,WTemp_C
STREAM-gauge-4423,07340300,USGS,"Cossatot River near Vandervoort, AR",34.38,-94.236389,232.063104,Arkansas,Central,WTemp_C
STREAM-gauge-4424,07355860,USGS,"Board Camp Cr nr Wolf Pen Gap Rec nr Nunley, AR",34.485972,-94.117861,,Arkansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-4425,07355870,USGS,"Gap Cr nr Wolf Pen Gap Rec Area nr Nunley, AR",34.484111,-94.126139,,Arkansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-4426,07355880,USGS,"Board Camp Creek nr Nunley, AR",34.503556,-94.141556,,Arkansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-4427,07359002,USGS,"Ouachita River at Remmel Dam above Jones Mill, AR",34.426111,-92.890833,4014.4845,Arkansas,Central,WTemp_C
STREAM-gauge-4428,07364122,USGS,"Bayou Bartholomew nr Meroney, AR",33.953219,-91.733417,,Arkansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-4429,07364130,USGS,"Deep Bayou near Star City, AR",33.963125,-91.692447,256.927008,Arkansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-4430,07364133,USGS,"Bayou Bartholomew at Garrett Bridge, AR",33.866389,-91.656111,984.1962,Arkansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-307,073645001,USGS,"Bayou Bartholomew at Hwy 425 nr Beekman, LA",32.873194,-91.868167,,Louisiana,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-308,07374000,USGS,"Mississippi River at Baton Rouge, LA",30.445667,-91.191556,2915836.642,Louisiana,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU,NO3_mgNL"
STREAM-gauge-309,07374525,USGS,"Mississippi River at Belle Chasse, LA",29.857151,-89.977847,2926688.7,Louisiana,Central,Turb_FNU
STREAM-gauge-310,073745253,USGS,"Reggio Canal near Wills Point, LA",29.784167,-89.9375,,Louisiana,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-311,07374540,USGS,"Mississippi River at Buras, LA",29.357139,-89.523861,,Louisiana,Central,Turb_FNU
STREAM-gauge-312,07380215,USGS,"Amite River at Hwy 22 near Maurepas, LA",30.307694,-90.608722,4597.23225,Louisiana,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-313,07380245,USGS,"Southwestern Louisiana Canal E of Leeville, LA",29.259389,-90.139981,,Louisiana,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-314,073802511,USGS,"Barataria Waterway at Mud Lake S of Lafitte, LA",29.474272,-90.006606,,Louisiana,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-4559,073802516,USGS,"Barataria Pass at Grand Isle, LA",29.272833,-89.946806,,Louisiana,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-315,07380255,USGS,"Bayou Dupont nr Round Lake S of Myrtle Grove, LA",29.576733,-89.986408,,Louisiana,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU,Chla_ugL"
STREAM-gauge-316,07381150,USGS,"Bayou Lafourche at Lockport, LA",29.647056,-90.536778,,Louisiana,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-317,07381235,USGS,"GIWW West of Bayou Lafourche at Larose, LA",29.568889,-90.385278,,Louisiana,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-318,07381328,USGS,"Houma Navigation Canal at Dulac, LA",29.385221,-90.729812,,Louisiana,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-319,07381331,USGS,"GIWW at Houma, LA",29.598056,-90.71,,Louisiana,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-320,07381350,USGS,"Company Canal at Hwy 1 at Lockport, LA",29.645239,-90.54482,,Louisiana,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-321,07381355,USGS,"Company Canal at Salt Barrier near Lockport, LA",29.627333,-90.557667,,Louisiana,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-322,07381427,USGS,"Bayou Grosse Tete S. of I10 at Grosse Tete, LA",30.414722,-91.432083,,Louisiana,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-323,073814675,USGS,"Bayou Boeuf at Railroad Bridge at Amelia, LA",29.668333,-91.099722,,Louisiana,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-324,07381600,USGS,"Lower Atchafalaya River at Morgan City, LA",29.692848,-91.211951,,Louisiana,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU,NO3_mgNL"
STREAM-gauge-325,07386880,USGS,"Vermilion River at Surrey St. at Lafayette, LA",30.217423,-91.992898,,Louisiana,Central,"WTemp_C,DO_mgL,Turb_FNU"
STREAM-gauge-326,08014500,USGS,"Ouiska Chitto Creek Near Oberlin, LA",30.69875,-92.893194,1320.8949,Louisiana,Central,WTemp_C
STREAM-gauge-327,08017044,USGS,"Calcasieu River at I-10 at Lake Charles, LA",30.23715,-93.247376,,Louisiana,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-328,2.92859E+14,USGS,"Barataria Waterway S of Lafitte, LA",29.483056,-90.011111,,Louisiana,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-329,2.95124E+14,USGS,"Caernarvon Outfall Channel at Caernarvon, LA",29.853556,-89.907694,,Louisiana,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-330,2.95501E+14,USGS,"Davis Pond Freshwater Diversion near Boutte, LA",29.916944,-90.317778,,Louisiana,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-331,2.95827E+14,USGS,"Bayou Saint John Southlake at New Orleans ,LA",29.974167,-90.091111,,Louisiana,Central,"WTemp_C,SpC_uScm,DO_mgL"
STREAM-gauge-333,2.95906E+14,USGS,"City Park South Lagoon at New Orleans, LA",29.985,-90.095,,Louisiana,Central,"WTemp_C,SpC_uScm,DO_mgL"
STREAM-gauge-334,3.00009E+14,USGS,"City Park East Lagoon at New Orleans, LA",30.0025,-90.087778,,Louisiana,Central,"WTemp_C,SpC_uScm,DO_mgL"
STREAM-gauge-335,3.00026E+14,USGS,"Bayou Saint John Midlake at New Orleans, LA",30.007222,-90.085556,,Louisiana,Central,"WTemp_C,SpC_uScm,DO_mgL"
STREAM-gauge-336,3.00034E+14,USGS,"City Park West Lagoon at New Orleans, LA",30.009444,-90.098056,,Louisiana,Central,"WTemp_C,SpC_uScm,DO_mgL"
STREAM-gauge-337,3.00127E+14,USGS,"Bayou Saint John inside gate at New Orleans, LA",30.024167,-90.082778,,Louisiana,Central,"WTemp_C,SpC_uScm,DO_mgL"
STREAM-gauge-338,3.00128E+14,USGS,"Bayou Saint John outside gate at New Orleans, LA",30.024444,-90.082778,,Louisiana,Central,"WTemp_C,SpC_uScm,DO_mgL"
STREAM-gauge-339,3.00507E+14,USGS,Bayou Darby near Lake Fausse Point Cut,30.085278,-91.598889,,Louisiana,Central,WTemp_C
STREAM-gauge-2827,3.7535E+14,USGS,"L ARKANSAS R UPSTREAM OF ASR FAC NR SEDGWICK, KS",37.897139,-97.441111,,Kansas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU,NO3_mgNL,fDOM_QSU"
STREAM-gauge-2348,3.81312E+14,USGS,BESSEMER DITCH AT ST. CHARLES WD NEAR PUEBLO CO,38.220111,-104.535972,,Colorado,Mountain,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-2828,3.81421E+14,USGS,"JOHN REDMOND RE OUTFLOW S OF OTTUMWA, KS",38.239269,-95.754486,,Kansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-4477,3.81704E+14,USGS,"AMERICAN DUCHESS @ AMER STEAMBOAT CO, NEW ALBANY",38.284683,-85.821925,,Indiana,Eastern,"SpC_uScm,DO_mgL,NO3_mgNL"
