STREAM_ID,sourceID,source,site name,latitude_wgs84,longitude_wgs84,drainagearea_sqkm,state_name,time_zone,WQ_parameters
STREAM-gauge-2549,06284010,USGS,"Shoshone River bl Willwood Dam, nr Ralston, WY",44.671758,-108.915394,4794.07149,Wyoming,Mountain,Turb_FNU
STREAM-gauge-2550,06285100,USGS,"SHOSHONE RIVER NEAR LOVELL, WY",44.838528,-108.435176,6190.0761,Wyoming,Mountain,WTemp_C
STREAM-gauge-3019,06287800,USGS,"Bighorn River at bridge, at St. Xavier, MT",45.460753,-107.749328,51556.34094,Montana,Mountain,WTemp_C
STREAM-gauge-2551,06299980,USGS,"TONGUE RIVER AT MONARCH, WY",44.90020300000001,-107.020964,1238.01522,Wyoming,Mountain,SpC_uScm
STREAM-gauge-2552,06306250,USGS,"Prairie Dog Creek near Acme, WY",44.983815,-106.839848,932.3964,Wyoming,Mountain,SpC_uScm
STREAM-gauge-3020,06306300,USGS,Tongue River at State Line nr Decker MT,45.009136,-106.835944,3763.2554700000014,Montana,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-3021,06307500,USGS,Tongue River at Tongue R Dam nr Decker MT,45.141275,-106.771356,4620.54216,Montana,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-3022,06307600,USGS,Hanging Woman Creek near Birney MT,45.299064,-106.508167,1209.5253300000004,Montana,Mountain,SpC_uScm
STREAM-gauge-3023,06307616,USGS,Tongue R at Birney Day School Br nr Birney MT,45.411606,-106.457353,6822.033659999999,Montana,Mountain,SpC_uScm
STREAM-gauge-3024,06307740,USGS,Otter Creek at Ashland MT,45.588389,-106.255056,1838.8929,Montana,Mountain,SpC_uScm
STREAM-gauge-3025,06307830,USGS,Tongue R bl Brandenberg bridge nr Ashland MT,45.840386,-106.223433,10054.34118,Montana,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-3026,06308500,USGS,"Tongue River at Miles City, MT",46.384594,-105.845522,13998.89595,Montana,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2553,06313500,USGS,"POWDER RIVER AT SUSSEX, WY",43.697086,-106.306194,7987.529159999999,Wyoming,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2554,06316400,USGS,"CRAZY WOMAN CREEK AT UPPER STA, NEAR ARVADA, WY",44.491043,-106.177876,2432.00061,Wyoming,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2555,06324000,USGS,"CLEAR CREEK NEAR ARVADA, WY",44.871598,-106.082877,2986.25847,Wyoming,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-3027,06324500,USGS,Powder River at Moorhead MT,45.057197,-105.878378,20795.02971,Montana,Mountain,SpC_uScm
STREAM-gauge-2556,06324970,USGS,"LITTLE POWDER RIVER AB DRY CREEK, NEAR WESTON, WY",44.926879,-105.353409,3203.81763,Wyoming,Mountain,WTemp_C
STREAM-gauge-3028,06326500,USGS,Powder River near Locate MT,46.429436,-105.310331,33825.2694,Montana,Mountain,WTemp_C
STREAM-gauge-3029,06329500,USGS,Yellowstone River near Sidney MT,47.677414,-104.155411,178965.719,Montana,Mountain,"WTemp_C,Turb_FNU"
STREAM-gauge-4366,06329595,USGS,"UNNAMED TRIB @ JACKSON WELL NR CHARBONNEAU, ND",47.793352,-103.737422,,North Dakota,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-4367,06329597,USGS,"CHARBONNEAU CREEK NR CHARBONNEAU, ND",47.850853,-103.794091,385.90851,North Dakota,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-4368,06330000,USGS,"MISSOURI RIVER NR WILLISTON, ND",48.108079,-103.714645,426053.355,North Dakota,Central,WTemp_C
STREAM-gauge-4369,06331000,USGS,"LITTLE MUDDY RIVER BL COW CREEK NR WILLISTON, ND",48.284468,-103.572972,2266.24125,North Dakota,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-4370,06336000,USGS,"LITTLE MISSOURI RIVER AT MEDORA, ND",46.916842,-103.532283,16032.0381,North Dakota,Mountain,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-4371,06340590,USGS,"KNIFE RIVER NR STANTON, ND",47.358009,-101.397742,6474.975,North Dakota,Central,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-4372,06342500,USGS,"MISSOURI RIVER AT BISMARCK, ND",46.814167,-100.821389,482774.136,North Dakota,Central,WTemp_C
STREAM-gauge-4373,06346500,USGS,"HEART R BELOW HEART BUTTE DAM NR GLEN ULLIN, ND",46.597229,-101.801814,4428.8829,North Dakota,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-4374,06347030,USGS,"HEART RIVER NR CARSON, ND",46.559194,-101.556028,,North Dakota,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-4375,06348300,USGS,"HEART RIVER AT STARK BRIDGE NEAR JUDSON, ND",46.703333,-101.213611,7588.6707,North Dakota,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-4376,06349000,USGS,"HEART RIVER NR MANDAN, ND",46.833883,-100.974579,8572.8669,North Dakota,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-4377,06354890,USGS,"NORTH FORK GRAND RIVER ABOVE BOWMAN-HALEY LAKE, ND",45.952444,-103.306961,593.10771,North Dakota,Mountain,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-4378,06354980,USGS,"SPRING CREEK NEAR HALEY, ND",46.017722,-103.291962,455.83824,North Dakota,Mountain,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-1042,06418800,USGS,"RAPID CREEK ABOVE WRF NR RAPID CITY, SD",44.026806,-103.101111,1163.915606,South Dakota,Mountain,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-2557,06427850,USGS,"BELLE FOURCHE RIVER AT DEVILS TOWER, WY",44.58942800000001,-104.703854,,Wyoming,Mountain,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-1043,06436760,USGS,"HORSE CR ABOVE VALE,SD",44.652653,-103.366697,1191.3954,South Dakota,Mountain,"WTemp_C,SpC_uScm,DO_mgL,Turb_FNU"
STREAM-gauge-1044,06449100,USGS,"LITTLE WHITE RIVER NEAR VETAL,SD",43.100699,-101.232234,1572.12393,South Dakota,Mountain,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-679,06454100,USGS,"Niobrara River at Agate, Nebr.",42.423611,-103.792222,2419.050660000001,Nebraska,Mountain,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-680,06461500,USGS,"Niobrara River near Sparks, Nebr.",42.902078,-100.362528,18518.4285,Nebraska,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-681,06465500,USGS,"Niobrara River near Verdel, Nebr.",42.739722,-98.222778,29992.0842,Nebraska,Central,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-4379,06467600,USGS,"JAMES RIVER NR MANFRED, ND",47.646056,-99.829528,292.66887,North Dakota,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-4380,06469015,USGS,"JAMES RIVER ON 5TH ST IN JAMESTOWN, ND",46.9125,-98.7175,,North Dakota,Central,WTemp_C
STREAM-gauge-4381,06470000,USGS,"JAMES RIVER AT JAMESTOWN, ND",46.889722,-98.681667,7303.7718,North Dakota,Central,WTemp_C
STREAM-gauge-4382,06470500,USGS,"JAMES RIVER AT LAMOURE, ND",46.355525,-98.304543,11370.0561,North Dakota,Central,WTemp_C
STREAM-gauge-4383,06470878,USGS,JAMES RIVER AT ND-SD STATE LINE,45.936358,-98.174269,14193.1452,North Dakota,Central,WTemp_C
STREAM-gauge-1045,06476000,USGS,"JAMES RIVER AT HURON,SD",44.363595,-98.199257,41040.98154,South Dakota,Central,NO3_mgNL
STREAM-gauge-1046,06478513,USGS,"JAMES RIVER NEAR YANKTON, SD",42.99583,-97.369781,54291.37037999999,South Dakota,Central,NO3_mgNL
STREAM-gauge-682,06478522,USGS,"Bow Creek near Wynot, Nebr.",42.765278,-97.172567,1191.3954,Nebraska,Central,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-1047,06480000,USGS,"BIG SIOUX RIVER NEAR BROOKINGS,SD",44.180247,-96.749496,8645.386620000001,South Dakota,Central,NO3_mgNL
STREAM-gauge-1048,06481000,USGS,"BIG SIOUX RIVER NEAR DELL RAPIDS,SD",43.790446,-96.745662,10170.89073,South Dakota,Central,NO3_mgNL
STREAM-gauge-683,06486000,USGS,"Missouri River at Sioux City, IA",42.486194,-96.413083,814810.854,Nebraska,Central,WTemp_C
STREAM-gauge-684,06601200,USGS,"Missouri River at Decatur, NE",42.00783300000001,-96.242917,818954.838,Nebraska,Central,WTemp_C
STREAM-gauge-3105,06603750,USGS,"WB Little Sioux Riv abv Silver Lk at Lake Park, IA",43.458694,-95.343583,43.252833,Iowa,Central,NO3_mgNL
STREAM-gauge-3106,06604440,USGS,"Little Sioux River at 300th St near Spencer, IA",43.212778,-95.239167,1354.56477,Iowa,Central,NO3_mgNL
STREAM-gauge-685,06610000,USGS,"Missouri River at Omaha, NE",41.259056,-95.92325,836048.772,Nebraska,Central,WTemp_C
STREAM-gauge-3107,06610505,USGS,"Missouri River near Council Bluffs, IA",41.189167,-95.8625,836152.3716,Iowa,Central,"WTemp_C,SpC_uScm,DO_mgL,Turb_FNU"
STREAM-gauge-2558,06623800,USGS,"ENCAMPMENT RIVER AB HOG PARK CR, NR ENCAMPMENT, WY",41.02356500000001,-106.824805,188.292273,Wyoming,Mountain,WTemp_C
STREAM-gauge-2559,06670500,USGS,"LARAMIE RIVER NEAR FORT LARAMIE, WY",42.20051,-104.538355,11820.71436,Wyoming,Mountain,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-686,06680500,USGS,"North Platte River at Scottsbluff, Nebr.",41.849944,-103.675556,63454.755,Nebraska,Mountain,"WTemp_C,pH"
STREAM-gauge-2215,06707525,USGS,"SOUTH PLATTE RIVER ABV STRONTIA SPGS RESERVOIR, CO",39.416417,-105.151056,,Colorado,Mountain,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-2216,06711565,USGS,"SOUTH PLATTE RIVER AT ENGLEWOOD, CO.",39.664987,-105.004149,8782.65609,Colorado,Mountain,"WTemp_C,SpC_uScm,DO_mgL,pH"
STREAM-gauge-2217,06714215,USGS,"SOUTH PLATTE R AT 64TH AVE. COMMERCE CITY, CO.",39.812208,-104.958313,10088.01105,Colorado,Mountain,"WTemp_C,SpC_uScm"
STREAM-gauge-2218,06729470,USGS,SOUTH BOULDER CR AT FOREBAY NR ELDORADO SPRINGS CO,39.932444,-105.308667,,Colorado,Mountain,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-2219,06736600,USGS,"BIG THOMPSON RV AT JASPER LAKE RD NR DRAKE, CO",40.415647,-105.256192,,Colorado,Mountain,"WTemp_C,SpC_uScm,pH,Turb_FNU"
STREAM-gauge-687,06768000,USGS,"Platte River near Overton, Nebr.",40.6825,-99.540556,145816.437,Nebraska,Central,WTemp_C
STREAM-gauge-688,06775900,USGS,"Dismal River near Thedford, Nebr.",41.778611,-100.525278,2501.93034,Nebraska,Central,WTemp_C
STREAM-gauge-689,06784000,USGS,"South Loup River at Saint Michael, Nebr.",41.0325,-98.740556,6008.7768,Nebraska,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-690,06785500,USGS,"North Loup River at Brewster, Nebr.",41.941667,-99.860278,4895.0811,Nebraska,Central,WTemp_C
STREAM-gauge-691,06786000,USGS,"North Loup River at Taylor, Nebr.",41.776944,-99.379167,6086.4765,Nebraska,Central,WTemp_C
STREAM-gauge-692,06796500,USGS,"Platte River near Leshara, Nebr.",41.32,-96.403889,,Nebraska,Central,"WTemp_C,SpC_uScm,DO_mgL,Turb_FNU"
STREAM-gauge-693,06796550,USGS,"Platte River near Venice, Nebr.",41.197978000000006,-96.339486,,Nebraska,Central,WTemp_C
STREAM-gauge-694,06799350,USGS,"Elkhorn River at West Point, Nebr.",41.839444,-96.727532,12110.79324,Nebraska,Central,WTemp_C
STREAM-gauge-695,06800500,USGS,"Elkhorn River at Waterloo, Nebr.",41.293333,-96.283889,17870.931,Nebraska,Central,"WTemp_C,SpC_uScm,DO_mgL,Turb_FNU"
STREAM-gauge-696,06800800,USGS,"Elkhorn River at Q St Bridge near Venice, Nebr.",41.204717,-96.296414,,Nebraska,Central,WTemp_C
STREAM-gauge-697,06801000,USGS,"Platte River near Ashland, Nebr",41.062256,-96.324514,216523.164,Nebraska,Central,"WTemp_C,SpC_uScm,DO_mgL,Turb_FNU"
STREAM-gauge-698,06805000,USGS,"Salt Creek near Ashland, Nebr.",41.051667,-96.338611,4247.5836,Nebraska,Central,"WTemp_C,SpC_uScm,DO_mgL,Turb_FNU"
STREAM-gauge-699,06805500,USGS,"Platte River at Louisville, Nebr",41.014978,-96.1575,221107.4463,Nebraska,Central,"WTemp_C,SpC_uScm,DO_mgL,Turb_FNU"
STREAM-gauge-700,06807000,USGS,"Missouri River at Nebraska City, NE",40.681806,-95.847083,1061895.9,Nebraska,Central,WTemp_C
STREAM-gauge-3108,06808500,USGS,"West Nishnabotna River at Randolph, IA",40.873278000000006,-95.581444,3434.32674,Iowa,Central,"WTemp_C,NO3_mgNL"
STREAM-gauge-701,06813500,USGS,"Missouri River at Rulo, NE",40.052056,-95.42175,1074586.851,Nebraska,Central,WTemp_C
STREAM-gauge-3109,06817000,USGS,"Nodaway River at Clarinda, IA",40.743222,-95.014528,1973.57238,Iowa,Central,NO3_mgNL
STREAM-gauge-2180,06818000,USGS,"Missouri River at St. Joseph, MO",39.75325,-94.856833,1104630.735,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,Turb_FNU,NO3_mgNL"
STREAM-gauge-2181,06819550,USGS,"Mozingo Creek near Pickering, MO",40.431111,-94.772222,,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,Turb_FNU,NO3_mgNL"
STREAM-gauge-2793,06856600,USGS,"REPUBLICAN R AT CLAY CENTER, KS",39.355552,-97.12752,63563.53457999999,Kansas,Central,"SpC_uScm,DO_mgL,Turb_FNU"
STREAM-gauge-2794,06865500,USGS,"SMOKY HILL R NR LANGLEY, KS",38.611469,-97.952564,20349.55143,Kansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-2795,06877600,USGS,"SMOKY HILL R AT ENTERPRISE, KS",38.906389,-97.117795,49883.2074,Kansas,Central,SpC_uScm
STREAM-gauge-2796,06879150,USGS,"KANSAS R NR OGDEN, KS",39.090276,-96.713339,,Kansas,Central,"SpC_uScm,DO_mgL,Turb_FNU"
STREAM-gauge-2797,06879650,USGS,"KINGS C NR MANHATTAN, KS",39.102075,-96.594689,11.4995556,Kansas,Central,WTemp_C
STREAM-gauge-702,06881430,USGS,"Cub Creek near Beatrice, Nebr.",40.291667,-96.834194,,Nebraska,Central,"WTemp_C,SpC_uScm,DO_mgL,Turb_FNU"
STREAM-gauge-2798,06882510,USGS,"BIG BLUE R AT MARYSVILLE, KS",39.841946,-96.662242,12372.38223,Kansas,Central,"SpC_uScm,Turb_FNU"
STREAM-gauge-2799,06887000,USGS,"BIG BLUE R NR MANHATTAN, KS",39.237219,-96.571392,24967.5036,Kansas,Central,"SpC_uScm,DO_mgL,Turb_FNU,NO3_mgNL"
STREAM-gauge-2800,06887500,USGS,"KANSAS R AT WAMEGO, KS",39.19833,-96.305553,143174.6472,Kansas,Central,"SpC_uScm,DO_mgL,Turb_FNU,NO3_mgNL,PC_RFU"
STREAM-gauge-2801,06888990,USGS,"KANSAS R AB TOPEKA WEIR AT TOPEKA, KS",39.071944,-95.716372,146816.1731,Kansas,Central,"WTemp_C,Turb_FNU,PC_RFU"
STREAM-gauge-2802,06889110,USGS,"SOLDIER CREEK NR CORNING, KS",39.609547,-95.976056,24.0092073,Kansas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU,NO3_mgNL"
STREAM-gauge-2803,06889160,USGS,"SOLDIER C NR CIRCLEVILLE, KS",39.463166,-95.950609,127.686507,Kansas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-2804,06892350,USGS,"KANSAS R AT DESOTO, KS",38.983338,-94.964689,154767.4424,Kansas,Central,"Turb_FNU,NO3_mgNL,fDOM_QSU,fDOM_RFU,PC_RFU"
STREAM-gauge-2805,06892360,USGS,"KILL C AT 95TH ST NR DESOTO, KS",38.956667,-94.973611,138.305466,Kansas,Central,Turb_FNU
STREAM-gauge-2806,06892495,USGS,"CEDAR C NR DESOTO, KS",38.978056,-94.922778,151.255416,Kansas,Central,Turb_FNU
STREAM-gauge-2807,06892513,USGS,"MILL C AT JOHNSON DRIVE, SHAWNEE, KS",39.029167,-94.817222,150.478419,Kansas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU,NO3_mgNL"
STREAM-gauge-2808,06892518,USGS,"KANSAS R NR LAKE QUIVIRA, KS",39.046111,-94.789444,155360.5502,Kansas,Central,"Turb_FNU,PC_RFU"
STREAM-gauge-2809,06892900,USGS,"TURKEY CREEK AT MISSION, KS",39.044083,-94.656014,,Kansas,Central,Turb_FNU
STREAM-gauge-2182,06893060,USGS,"Missouri River at Randolph, MO",39.151694,-94.494056,,Missouri,Central,"WTemp_C,Turb_FNU"
STREAM-gauge-2810,06893100,USGS,"BLUE R AT KENNETH RD, OVERLAND PARK, KS",38.842222,-94.612222,170.42134199999995,Kansas,Central,Turb_FNU
STREAM-gauge-2811,06893300,USGS,"INDIAN C AT OVERLAND PARK, KS",38.940562,-94.671347,68.893734,Kansas,Central,Turb_FNU
STREAM-gauge-2812,06893350,USGS,"TOMAHAWK C NR OVERLAND PARK, KS",38.906111,-94.64,53.094795,Kansas,Central,Turb_FNU
STREAM-gauge-2183,06893390,USGS,"INDIAN C AT STATE LINE RD, LEAWOOD, KS",38.938333,-94.607778,166.1996583,Missouri,Central,Turb_FNU
STREAM-gauge-2184,06893619,USGS,"Rock Creek at E Wilson Road in Independence, MO",39.109031,-94.472467,22.4293134,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,Turb_FNU"
STREAM-gauge-2185,06893620,USGS,"Rock Creek at Kentucky Road in Independence, MO",39.111944,-94.472222,24.604905,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-2186,06893820,USGS,Little Blue R. at Lees Summit Rd in Independence,39.017361,-94.387278,254.33701800000003,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-2187,06893830,USGS,"Adair Creek at Independence, MO",39.037778,-94.363333,13.3125486,Missouri,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-2188,06893890,USGS,"East Fork Little Blue River near Blue Springs, MO",39.025562,-94.343838,89.095656,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-2189,06893970,USGS,"Spring Branch Ck at Holke Rd in Independence, MO",39.084167,-94.337222,21.755916,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-2190,06894000,USGS,"Little Blue River near Lake City, MO",39.100561,-94.300504,476.55816,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-2191,06894650,USGS,"Missouri River at Napoleon, MO",39.133611,-94.063889,1256404.149,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU,NO3_mgNL"
STREAM-gauge-2192,06899900,USGS,"Medicine Creek at Lucerne, MO",40.454444,-93.286389,305.61882,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU,NO3_mgNL"
STREAM-gauge-2193,06900050,USGS,"Medicine Creek near Laredo, MO",40.026611,-93.436222,919.44645,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU,NO3_mgNL"
STREAM-gauge-2194,06901500,USGS,"Locust Creek near Linneus, MO",39.895944,-93.236528,1424.4945,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU,NO3_mgNL"
STREAM-gauge-2195,06902000,USGS,"Grand River near Sumner, MO",39.640028,-93.273694,17819.1312,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU,NO3_mgNL"
STREAM-gauge-2196,06906500,USGS,"Missouri River at Glasgow, MO",39.222251,-92.848798,1292146.011,Missouri,Central,WTemp_C
STREAM-gauge-2197,06910450,USGS,"Missouri River at Jefferson City, MO",38.587111,-92.178639,1314419.925,Missouri,Central,WTemp_C
STREAM-gauge-2813,06914950,USGS,"BIG BULL C NR EDGERTON, KS",38.753342,-94.977188,74.332713,Kansas,Central,Turb_FNU
STREAM-gauge-2814,06914990,USGS,"L BULL C NR SPRING HILL, KS",38.767508,-94.879407,20.3573214,Kansas,Central,Turb_FNU
STREAM-gauge-2198,06918250,USGS,"Osage River at Taberville, MO",38.003889,-93.994722,14685.2433,Missouri,Central,WTemp_C
STREAM-gauge-2199,06926080,USGS,"Osage River at Tuscumbia, MO",38.232539,-92.458611,36441.1593,Missouri,Central,WTemp_C
STREAM-gauge-2200,06926290,USGS,"Tavern Creek below St. Elizabeth, MO",38.27777800000001,-92.233333,784.76697,Missouri,Central,WTemp_C
STREAM-gauge-2201,06926510,USGS,"Osage River below St. Thomas, MO",38.421444,-92.20825,37772.41416,Missouri,Central,WTemp_C
STREAM-gauge-2202,06934000,USGS,"Gasconade River near Rich Fountain, MO",38.388806,-91.819889,8236.1682,Missouri,Central,WTemp_C
STREAM-gauge-2203,06934500,USGS,"Missouri River at Hermann, MO",38.709806,-91.4385,1353269.775,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU,NO3_mgNL,fDOM_QSU,PC_RFU"
STREAM-gauge-2204,06935550,USGS,"Missouri River near Labadie, MO",38.56583300000001,-90.839167,1355341.767,Missouri,Central,WTemp_C
STREAM-gauge-2205,07014000,USGS,"Huzzah Creek near Steelville, MO",37.974778,-91.204028,670.80741,Missouri,Central,WTemp_C
STREAM-gauge-2206,07017610,USGS,"Big River below Bonne Terre, MO",37.96525,-90.5745,1059.30591,Missouri,Central,"WTemp_C,Turb_FNU"
STREAM-gauge-2207,07018500,USGS,"Big River at Byrnesville, MO",38.391722,-90.637806,2375.02083,Missouri,Central,"WTemp_C,Turb_FNU"
STREAM-gauge-2208,07020850,USGS,"Mississippi River at Cape Girardeau, MO",37.301889,-89.518,,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU,NO3_mgNL,fDOM_QSU"
STREAM-gauge-2529,07030392,USGS,"WOLF RIVER AT LAGRANGE, TN",35.03259,-89.246736,543.8979,Tennessee,Central,Turb_FNU
STREAM-gauge-2530,07032000,USGS,"MISSISSIPPI RIVER AT MEMPHIS, TN",35.12314600000001,-90.077592,2415942.672,Tennessee,Central,Turb_FNU
STREAM-gauge-4384,07047932,USGS,"L'ANGUILLE R NR WHITEHALL, AR",35.473702,-90.79039,473.96817,Arkansas,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-4385,07047942,USGS,"LAnguille River near Colt, AR",35.144721999999994,-90.878056,1385.64465,Arkansas,Central,"WTemp_C,SpC_uScm"
STREAM-gauge-4386,07047950,USGS,"LAnguille River at Palestine, AR",34.972778000000005,-90.885556,2035.73214,Arkansas,Central,NO3_mgNL
STREAM-gauge-4387,07048493,USGS,"Town Br. at S Morningside at Fayetteville, AR",36.044933,-94.149433,,Arkansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-4388,07048495,USGS,"Town Branch at Armstrong St. at Fayetteville, AR",36.043258,-94.136022,30.561882,Arkansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-4389,07048550,USGS,"West Fork White River east of Fayetteville, AR",36.053889,-94.083056,318.5687700000001,Arkansas,Central,"WTemp_C,SpC_uScm,Turb_FNU"
STREAM-gauge-4390,07048600,USGS,"White River near Fayetteville, AR",36.073056,-94.081111,1035.996,Arkansas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-4391,07049000,USGS,"War Eagle Creek near Hindsville, AR",36.2,-93.855,681.16737,Arkansas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-4392,07049050,USGS,"War Eagle Creek at War Eagle, AR",36.267574,-93.943254,,Arkansas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-4393,07049691,USGS,White River at Beaver Dam near Eureka Springs,36.420833,-93.847222,3087.2680800000007,Arkansas,Central,"WTemp_C,DO_mgL"
STREAM-gauge-2209,07052500,USGS,"James River at Galena, MO",36.805389,-93.461583,2556.32013,Missouri,Central,NO3_mgNL
STREAM-gauge-2210,07053450,USGS,"White River bl Table Rock Dam near Branson, MO",36.595063,-93.309072,10411.7598,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL"
STREAM-gauge-4394,07054501,USGS,White River at Bull Shoals Dam near Flippin,36.365,-92.575,15669.4395,Arkansas,Central,"WTemp_C,DO_mgL"
STREAM-gauge-4395,07054502,USGS,White River below Bull Shoals Dam at Bull Shoals,36.362222,-92.586389,15669.4395,Arkansas,Central,"WTemp_C,DO_mgL"
STREAM-gauge-4396,07054527,USGS,White River below Bull Shoals Dam near Fairview,36.343611,-92.574167,,Arkansas,Central,DO_mgL
STREAM-gauge-4397,07055646,USGS,"Buffalo River near Boxley, AR",35.938889,-93.405,148.665426,Arkansas,Central,WTemp_C
STREAM-gauge-4398,07055814,USGS,"Big Creek at Carver, AR",35.978965,-93.043507,232.840101,Arkansas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-4399,07060000,USGS,"North Fork Riv US of Dry Ck bl Norfork Dam, AR",36.249234,-92.238489,4687.8819,Arkansas,Central,DO_mgL
STREAM-gauge-4400,07060500,USGS,"White River at Calico Rock, AR",36.116667,-92.143056,25848.1002,Arkansas,Central,WTemp_C
STREAM-gauge-4401,07060710,USGS,"North Sylamore Creek near Fifty Six, AR",35.991667,-92.213889,150.478419,Arkansas,Central,WTemp_C
STREAM-gauge-2211,07061270,USGS,"East Fork Black River near Lesterville, MO",37.552556,-90.842444,135.197478,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-2212,07061290,USGS,E. Fk. Black R. bl Lower Taum Sauk Reservoir,37.493611,-90.838333,226.106127,Missouri,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-2213,07065200,USGS,"Jacks Fork near Mountain View, MO",37.056528,-91.668028,479.14815,Missouri,Central,WTemp_C
STREAM-gauge-4402,07074000,USGS,"Strawberry River near Poughkeepsie, AR",36.111111,-91.449444,1225.0652699999996,Arkansas,Central,WTemp_C
STREAM-gauge-4403,07075000,USGS,"Middle Fork of Little Red River at Shirley, AR",35.656667,-92.292778,782.17698,Arkansas,Central,WTemp_C
STREAM-gauge-4404,07075250,USGS,"S Fk Lit Red Riv us of Gulf Mt WMA nr Scotland, AR",35.54705,-92.707667,123.283524,Arkansas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
STREAM-gauge-4405,07075270,USGS,"South Fork of Little Red River near Scotland, AR",35.569722,-92.621944,193.472253,Arkansas,Central,"WTemp_C,SpC_uScm,DO_mgL,pH,Turb_FNU"
