DateTime,Chla_ugL,Flag_Chla_ugL,PC_RFU,Flag_PC_RFU
2020-07-18 19:00,0.1699999999999999,A,,
2020-07-18 20:00,0.1699999999999999,A,,
2020-07-18 21:00,0.095,A,,
2020-07-18 22:00,0.195,A,,
2020-07-18 23:00,0.095,A,,
2020-07-19 00:00,0.195,A,,
2020-07-19 01:00,0.295,A,,
2020-07-19 02:00,0.12,A,,
2020-07-19 03:00,0.195,A,,
2020-07-19 04:00,0.37,A,,
2020-07-19 05:00,0.195,A,,
2020-07-19 06:00,0.2199999999999999,A,0.0,A
2020-07-19 07:00,0.12,A,,
2020-07-19 08:00,0.195,A,,
2020-07-19 09:00,0.195,A,,
2020-07-19 10:00,0.195,A,,
2020-07-19 11:00,0.22,A,,
2020-07-19 12:00,0.0866666666666666,A,-0.1,A
2020-07-19 13:00,0.195,A,,
2020-07-19 14:00,0.2725,A,,
2020-07-19 15:00,0.08,A,,
2020-07-19 16:00,0.3275,A,,
2020-07-19 17:00,0.205,A,,
2020-07-19 18:00,0.255,A,,
2020-07-19 19:00,0.23,A,,
2020-07-19 20:00,0.255,A,,
2020-07-19 21:00,0.255,A,,
2020-07-19 22:00,0.205,A,,
2020-07-19 23:00,0.205,A,,
2020-07-20 00:00,0.155,A,,
2020-07-20 01:00,0.28,A,,
2020-07-20 02:00,0.13,A,,
2020-07-20 03:00,0.08,A,,
2020-07-20 04:00,0.1633333333333333,A,0.0,A
2020-07-20 05:00,0.33,A,,
2020-07-20 06:00,0.08,A,,
2020-07-20 07:00,0.0299999999999999,A,,
2020-07-20 08:00,0.13,A,,
2020-07-20 09:00,0.205,A,,
2020-07-20 10:00,0.155,A,,
2020-07-20 11:00,0.18,A,,
2020-07-20 12:00,0.2299999999999999,A,,
2020-07-20 13:00,0.23,A,,
2020-07-20 14:00,0.38,A,,
2020-07-20 15:00,0.255,A,,
2020-07-20 16:00,0.155,A,,
2020-07-20 17:00,0.18,A,,
2020-07-20 18:00,0.33,A,,
2020-07-20 19:00,0.13,A,,
2020-07-20 20:00,0.28,A,,
2020-07-20 21:00,0.28,A,,
2020-07-20 22:00,0.2299999999999999,A,,
2020-07-20 23:00,0.2966666666666667,A,0.01,A
2020-07-21 00:00,0.18,A,,
2020-07-21 01:00,0.23,A,0.01,A
2020-07-21 02:00,0.18,A,,
2020-07-21 03:00,0.33,A,,
2020-07-21 04:00,0.3075,A,,
2020-07-21 05:00,0.1625,A,,
2020-07-21 06:00,0.2625,A,,
2020-07-21 07:00,0.315,A,,
2020-07-21 08:00,0.24,A,,
2020-07-21 09:00,0.315,A,,
2020-07-21 10:00,0.29,A,,
2020-07-21 11:00,0.315,A,,
2020-07-21 12:00,0.315,A,,
2020-07-21 13:00,0.19,A,,
2020-07-21 14:00,0.215,A,,
2020-07-21 15:00,0.24,A,,
2020-07-21 16:00,0.29,A,,
2020-07-21 17:00,0.19,A,,
2020-07-21 18:00,0.24,A,,
2020-07-21 19:00,0.1149999999999999,A,,
2020-07-21 20:00,0.315,A,,
2020-07-21 21:00,0.19,A,,
2020-07-21 22:00,0.09,A,,
2020-07-21 23:00,0.215,A,,
2020-07-22 00:00,0.415,A,,
2020-07-22 01:00,0.315,A,,
2020-07-22 02:00,0.215,A,,
2020-07-22 03:00,0.365,A,,
2020-07-22 04:00,0.39,A,,
2020-07-22 05:00,0.19,A,,
2020-07-22 06:00,0.065,A,,
2020-07-22 07:00,0.34,A,,
2020-07-22 08:00,0.14,A,,
2020-07-22 09:00,0.015,A,,
2020-07-22 10:00,0.315,A,,
2020-07-22 11:00,0.19,A,,
2020-07-22 12:00,0.29,A,,
2020-07-22 13:00,0.215,A,,
2020-07-22 14:00,0.14,A,,
2020-07-22 15:00,0.29,A,,
2020-07-22 16:00,0.315,A,,
2020-07-22 17:00,0.0925,A,,
2020-07-22 18:00,0.39,A,,
2020-07-22 19:00,0.1699999999999999,A,,
2020-07-22 20:00,0.4225,A,,
2020-07-22 21:00,0.4,A,,
2020-07-22 22:00,0.275,A,,
2020-07-22 23:00,0.175,A,,
2020-07-23 00:00,0.225,A,,
2020-07-23 01:00,0.375,A,,
2020-07-23 02:00,0.3249999999999999,A,,
2020-07-23 03:00,0.3,A,,
2020-07-23 04:00,0.225,A,,
2020-07-23 05:00,0.35,A,,
2020-07-23 06:00,0.225,A,,
2020-07-23 07:00,0.35,A,,
2020-07-23 08:00,0.35,A,,
2020-07-23 09:00,0.325,A,,
2020-07-23 10:00,0.3249999999999999,A,,
2020-07-23 11:00,0.35,A,,
2020-07-23 12:00,0.35,A,,
2020-07-23 13:00,0.35,A,,
2020-07-23 14:00,0.425,A,,
2020-07-23 15:00,0.3,A,,
2020-07-23 16:00,0.4,A,,
2020-07-23 17:00,0.3249999999999999,A,,
2020-07-23 18:00,0.3833333333333333,A,-0.09,A
2020-07-23 19:00,0.325,A,,
2020-07-23 20:00,0.325,A,,
2020-07-23 21:00,0.25,A,,
2020-07-23 22:00,0.225,A,,
2020-07-23 23:00,0.125,A,,
2020-07-24 00:00,0.175,A,,
2020-07-24 01:00,0.325,A,,
2020-07-24 02:00,0.3249999999999999,A,,
2020-07-24 03:00,0.225,A,,
2020-07-24 04:00,0.2,A,,
2020-07-24 05:00,0.225,A,,
2020-07-24 06:00,0.275,A,,
2020-07-24 07:00,0.2525,A,,
2020-07-24 08:00,0.0575,A,,
2020-07-24 09:00,0.2324999999999999,A,,
2020-07-24 10:00,0.285,A,,
2020-07-24 11:00,0.26,A,,
2020-07-24 12:00,0.26,A,,
2020-07-24 13:00,0.335,A,,
2020-07-24 14:00,0.085,A,,
2020-07-24 15:00,0.16,A,,
2020-07-24 16:00,0.21,A,,
2020-07-24 17:00,0.21,A,,
2020-07-24 18:00,0.135,A,,
2020-07-24 19:00,0.235,A,,
2020-07-24 20:00,0.235,A,,
2020-07-24 21:00,0.26,A,,
2020-07-24 22:00,0.2266666666666666,A,0.01,A
2020-07-24 23:00,0.285,A,,
2020-07-25 00:00,0.16,A,,
2020-07-25 01:00,0.285,A,,
2020-07-25 02:00,0.26,A,,
2020-07-25 03:00,0.235,A,,
2020-07-25 04:00,0.285,A,,
2020-07-25 05:00,0.31,A,,
2020-07-25 06:00,0.185,A,,
2020-07-25 07:00,0.3266666666666666,A,0.01,A
2020-07-25 08:00,0.1099999999999999,A,,
2020-07-25 09:00,0.36,A,,
2020-07-25 10:00,0.235,A,,
2020-07-25 11:00,0.16,A,,
2020-07-25 12:00,0.41,A,,
2020-07-25 13:00,0.285,A,,
2020-07-25 14:00,0.235,A,,
2020-07-25 15:00,0.385,A,,
2020-07-25 16:00,0.31,A,,
2020-07-25 17:00,0.16,A,,
2020-07-25 18:00,0.16,A,,
2020-07-25 19:00,0.71,A,,
2020-07-25 20:00,0.4266666666666667,A,0.21,A
2020-07-25 21:00,0.485,A,,
2020-07-25 22:00,0.41,A,,
2020-07-25 23:00,0.315,A,,
2020-07-26 00:00,0.245,A,,
2020-07-26 01:00,0.3425,A,,
2020-07-26 02:00,0.64,A,,
2020-07-26 03:00,0.835,A,,
2020-07-26 04:00,1.0375,A,,
2020-07-26 05:00,0.8624999999999999,A,,
2020-07-26 06:00,0.7675000000000001,A,,
2020-07-26 07:00,0.8174999999999999,A,,
2020-07-26 08:00,0.595,A,,
2020-07-26 09:00,0.62,A,,
2020-07-26 10:00,0.6950000000000001,A,,
2020-07-26 11:00,0.545,A,,
2020-07-26 12:00,0.37,A,,
2020-07-26 13:00,0.6699999999999999,A,,
2020-07-26 14:00,0.62,A,,
2020-07-26 15:00,0.595,A,,
2020-07-26 16:00,0.47,A,,
2020-07-26 17:00,0.495,A,,
2020-07-26 18:00,0.57,A,,
2020-07-26 19:00,0.42,A,,
2020-07-26 20:00,0.295,A,,
2020-07-26 21:00,0.395,A,,
2020-07-26 22:00,0.52,A,,
2020-07-26 23:00,0.42,A,,
2020-07-27 00:00,0.47,A,,
2020-07-27 01:00,0.645,A,,
2020-07-27 02:00,0.495,A,,
2020-07-27 03:00,0.6950000000000001,A,,
2020-07-27 04:00,0.5449999999999999,A,,
2020-07-27 05:00,0.6699999999999999,A,,
2020-07-27 06:00,0.8200000000000001,A,,
2020-07-27 07:00,0.8700000000000001,A,,
2020-07-27 08:00,0.945,A,,
2020-07-27 09:00,0.795,A,,
2020-07-27 10:00,1.12,A,,
2020-07-27 11:00,0.62,A,,
2020-07-27 12:00,0.97,A,,
2020-07-27 13:00,0.5475,A,,
2020-07-27 14:00,0.4949999999999999,A,,
2020-07-27 15:00,0.4025,A,,
2020-07-27 16:00,0.5,A,,
2020-07-27 17:00,0.7475,A,,
2020-07-27 18:00,0.5525,A,,
2020-07-27 19:00,0.6525000000000001,A,,
2020-07-27 20:00,0.5275000000000001,A,,
2020-07-27 21:00,0.53,A,,
2020-07-27 22:00,0.7525,A,,
2020-07-27 23:00,0.6799999999999999,A,,
2020-07-28 00:00,0.63,A,,
2020-07-28 01:00,0.9275,A,,
2020-07-28 02:00,1.2,A,,
2020-07-28 03:00,1.1525,A,,
2020-07-28 04:00,0.905,A,,
2020-07-28 05:00,0.855,A,,
2020-07-28 06:00,0.7466666666666667,A,0.11,A
2020-07-28 07:00,1.1275,A,,
2020-07-28 08:00,0.98,A,,
2020-07-28 09:00,1.3525,A,,
2020-07-28 10:00,1.205,A,,
2020-07-28 11:00,1.305,A,,
2020-07-28 12:00,1.7999999999999998,A,,
2020-07-28 13:00,1.23,A,,
2020-07-28 14:00,1.13,A,,
2020-07-28 15:00,1.23,A,,
2020-07-28 16:00,1.355,A,,
2020-07-28 17:00,1.13,A,,
2020-07-28 18:00,0.93,A,,
2020-07-28 19:00,0.93,A,,
2020-07-28 20:00,1.0466666666666666,A,,
2020-07-28 21:00,0.88,A,,
2020-07-28 22:00,0.905,A,,
2020-07-28 23:00,0.6133333333333334,A,0.01,A
2020-07-29 00:00,0.98,A,,
2020-07-29 01:00,0.8300000000000001,A,,
2020-07-29 02:00,0.73,A,,
2020-07-29 03:00,0.9466666666666668,A,0.11,A
2020-07-29 04:00,1.08,A,,
2020-07-29 05:00,0.8800000000000001,A,,
2020-07-29 06:00,0.6075,A,,
2020-07-29 07:00,0.8574999999999999,A,,
2020-07-29 08:00,0.7324999999999999,A,,
2020-07-29 09:00,0.5399999999999999,A,,
2020-07-29 10:00,0.4233333333333333,A,0.01,A
2020-07-29 11:00,0.7375,A,,
2020-07-29 12:00,0.49,A,,
2020-07-29 13:00,0.29,A,,
2020-07-29 14:00,0.4566666666666667,A,0.21,A
2020-07-29 15:00,0.4399999999999999,A,,
2020-07-29 16:00,0.315,A,,
2020-07-29 17:00,0.5874999999999999,A,,
2020-07-29 18:00,0.415,A,,
2020-07-29 19:00,0.3149999999999999,A,,
2020-07-29 20:00,0.4650000000000001,A,,
2020-07-29 21:00,0.24,A,,
2020-07-29 22:00,0.615,A,,
2020-07-29 23:00,0.3399999999999999,A,,
2020-07-30 00:00,0.215,A,,
2020-07-30 01:00,0.5233333333333334,A,0.01,A
2020-07-30 02:00,0.315,A,,
2020-07-30 03:00,0.39,A,,
2020-07-30 04:00,0.2566666666666666,A,0.11,A
2020-07-30 05:00,0.39,A,,
2020-07-30 06:00,0.29,A,,
2020-07-30 07:00,0.465,A,,
2020-07-30 08:00,0.4649999999999999,A,,
2020-07-30 09:00,0.315,A,,
2020-07-30 10:00,0.3399999999999999,A,,
2020-07-30 11:00,0.215,A,,
2020-07-30 12:00,0.44,A,,
2020-07-30 13:00,0.49,A,,
2020-07-30 14:00,0.315,A,,
2020-07-30 15:00,0.2675,A,,
2020-07-30 16:00,0.3925,A,,
2020-07-30 17:00,0.3675,A,,
2020-07-30 18:00,0.345,A,,
2020-07-30 19:00,0.37,A,,
2020-07-30 20:00,0.3,A,,
2020-07-30 21:00,0.5449999999999999,A,,
2020-07-30 22:00,0.5,A,0.11,A
2020-07-30 23:00,0.5,A,,
2020-07-31 00:00,0.6633333333333333,A,0.11,A
2020-07-31 01:00,0.4499999999999999,A,,
2020-07-31 02:00,0.4666666666666666,A,0.11,A
2020-07-31 03:00,0.7725,A,,
2020-07-31 04:00,0.8699999999999999,A,,
2020-07-31 05:00,0.525,A,,
2020-07-31 06:00,0.375,A,,
2020-07-31 07:00,0.8724999999999999,A,,
2020-07-31 08:00,0.45,A,,
2020-07-31 09:00,0.35,A,,
2020-07-31 10:00,0.65,A,,
2020-07-31 11:00,1.6925,A,,
2020-07-31 12:00,2.79,A,,
2020-07-31 13:00,0.975,A,,
2020-07-31 14:00,1.2725,A,,
2020-07-31 15:00,1.0,A,,
2020-07-31 16:00,1.23,A,0.32,A
2020-07-31 17:00,2.22,A,,
2020-07-31 18:00,2.4675,A,,
2020-07-31 19:00,1.15,A,,
2020-07-31 20:00,1.3975,A,,
2020-07-31 21:00,4.36,A,,
2020-07-31 22:00,4.5075,A,,
2020-07-31 23:00,2.4925,A,,
2020-08-01 00:00,11.027500000000002,A,,
2020-08-01 01:00,3.165,A,,
2020-08-01 02:00,8.8175,A,,
2020-08-01 03:00,8.120000000000001,A,,
2020-08-01 04:00,5.905,A,,
2020-08-01 05:00,6.700000000000001,A,,
2020-08-01 06:00,9.415,A,,
2020-08-01 07:00,5.713333333333334,A,0.82,A
2020-08-01 08:00,9.165,A,,
2020-08-01 09:00,10.855,A,,
2020-08-01 10:00,7.94,A,0.82,A
2020-08-01 11:00,5.435,A,,
2020-08-01 12:00,7.706666666666668,A,0.62,A
2020-08-01 13:00,7.2225,A,,
2020-08-01 14:00,5.385,A,,
2020-08-01 15:00,4.81,A,,
2020-08-01 16:00,6.28,A,0.82,A
2020-08-01 17:00,4.19,A,,
2020-08-01 18:00,4.14,A,,
2020-08-01 19:00,10.6575,A,,
2020-08-01 20:00,2.2275,A,,
2020-08-01 21:00,7.7974999999999985,A,,
2020-08-01 22:00,3.4175,A,,
2020-08-01 23:00,5.4575,A,,
2020-08-02 00:00,3.0,A,0.52,A
2020-08-02 01:00,1.7066666666666668,A,0.62,A
2020-08-02 02:00,1.903333333333333,A,0.42,A
2020-08-02 03:00,1.9525,A,,
2020-08-02 04:00,1.2075,A,,
2020-08-02 05:00,4.1675,A,,
2020-08-02 06:00,2.725,A,,
2020-08-02 07:00,4.2650000000000015,A,,
2020-08-02 08:00,0.71,A,0.72,A
2020-08-02 09:00,4.1925,A,,
2020-08-02 10:00,3.8475,A,,
2020-08-02 11:00,1.98,A,,
2020-08-02 12:00,1.5575,A,,
2020-08-02 13:00,4.2200000000000015,A,,
2020-08-02 14:00,2.23,A,,
2020-08-02 15:00,2.6775,A,,
2020-08-02 16:00,2.8,A,,
2020-08-02 17:00,5.96,A,,
2020-08-02 18:00,2.43,A,,
2020-08-02 19:00,3.2275,A,,
2020-08-02 20:00,6.26,A,,
2020-08-02 21:00,2.6666666666666665,A,0.52,A
2020-08-02 22:00,3.125,A,,
2020-08-02 23:00,3.77,A,,
2020-08-03 00:00,3.25,A,,
2020-08-03 01:00,3.3975000000000004,A,,
2020-08-03 02:00,4.817499999999999,A,,
2020-08-03 03:00,2.8525,A,,
2020-08-03 04:00,2.1100000000000003,A,0.72,A
2020-08-03 05:00,5.2675,A,,
2020-08-03 06:00,4.93,A,1.02,A
2020-08-03 07:00,4.9425,A,,
2020-08-03 08:00,9.04,A,,
2020-08-03 09:00,5.456666666666668,A,0.72,A
2020-08-03 10:00,7.33,A,,
2020-08-03 11:00,8.2775,A,,
2020-08-03 12:00,11.759999999999998,A,,
2020-08-03 13:00,12.026666666666666,A,0.92,A
2020-08-03 14:00,9.97,A,0.82,A
2020-08-03 15:00,9.173333333333334,A,0.82,A
2020-08-03 16:00,8.229999999999999,A,,
2020-08-03 17:00,9.506666666666668,A,0.52,A
2020-08-03 18:00,21.9075,A,,
2020-08-03 19:00,19.8425,A,,
2020-08-03 20:00,8.013333333333334,A,1.12,A
2020-08-03 21:00,8.802499999999998,A,,
2020-08-03 22:00,5.7925,A,,
2020-08-03 23:00,11.885,A,,
2020-08-04 00:00,10.865,A,,
2020-08-04 01:00,3.755,A,,
2020-08-04 02:00,10.89,A,,
2020-08-04 03:00,12.98,A,,
2020-08-04 04:00,11.835,A,,
2020-08-04 05:00,7.012499999999998,A,,
2020-08-04 06:00,2.813333333333333,A,0.92,A
2020-08-04 07:00,5.075,A,,
2020-08-04 08:00,4.405,A,,
2020-08-04 09:00,2.61,A,,
2020-08-04 10:00,2.635,A,,
2020-08-04 11:00,4.8275000000000015,A,,
2020-08-04 12:00,1.42,A,,
2020-08-04 13:00,1.5450000000000002,A,,
2020-08-04 14:00,2.24,A,,
2020-08-04 15:00,2.96,A,,
2020-08-04 16:00,1.4700000000000002,A,,
2020-08-04 17:00,2.9850000000000003,A,,
2020-08-04 18:00,2.3833333333333333,A,0.52,A
2020-08-04 19:00,1.595,A,,
2020-08-04 20:00,4.6025,A,,
2020-08-04 21:00,6.17,A,,
2020-08-04 22:00,2.1925,A,,
2020-08-04 23:00,2.2175,A,,
2020-08-05 00:00,2.615,A,,
2020-08-05 01:00,3.4625000000000004,A,,
2020-08-05 02:00,3.8575,A,,
2020-08-05 03:00,2.2175,A,,
2020-08-05 04:00,1.72,A,,
2020-08-05 05:00,1.25,A,,
2020-08-05 06:00,1.1275,A,,
2020-08-05 07:00,1.175,A,,
2020-08-05 08:00,1.475,A,,
2020-08-05 09:00,1.16,A,0.52,A
2020-08-05 10:00,1.7225,A,,
2020-08-05 11:00,1.9975,A,,
2020-08-05 12:00,2.9425,A,,
2020-08-05 13:00,2.1225,A,,
2020-08-05 14:00,3.0675,A,,
2020-08-05 15:00,2.6675,A,,
2020-08-05 16:00,1.0633333333333332,A,0.3,A
2020-08-05 17:00,1.3525,A,,
2020-08-05 18:00,1.155,A,,
2020-08-05 19:00,1.105,A,,
2020-08-05 20:00,1.6775000000000002,A,,
2020-08-05 21:00,1.8,A,,
2020-08-05 22:00,1.055,A,,
2020-08-05 23:00,0.93,A,0.0,A
2020-08-06 00:00,1.03,A,,
2020-08-06 01:00,1.08,A,,
2020-08-06 02:00,1.2633333333333334,A,0.1,A
2020-08-06 03:00,2.125,A,,
2020-08-06 04:00,0.98,A,0.1,A
2020-08-06 05:00,1.2299999999999998,A,0.1,A
2020-08-06 06:00,1.13,A,,
2020-08-06 07:00,1.893333333333333,A,0.3,A
2020-08-06 08:00,1.205,A,,
2020-08-06 09:00,0.905,A,,
2020-08-06 10:00,1.0666666666666669,A,0.1,A
2020-08-06 11:00,1.5325,A,,
2020-08-06 12:00,1.4325,A,,
2020-08-06 13:00,1.7633333333333332,A,0.0,A
2020-08-06 14:00,1.5025,A,,
2020-08-06 15:00,1.235,A,,
2020-08-06 16:00,1.6666666666666667,A,0.2,A
2020-08-06 17:00,1.48,A,,
2020-08-06 18:00,1.6575,A,,
2020-08-06 19:00,1.0666666666666669,A,0.1,A
2020-08-06 20:00,1.2824999999999998,A,,
2020-08-06 21:00,2.36,A,0.3,A
2020-08-06 22:00,1.955,A,,
2020-08-06 23:00,0.94,A,,
2020-08-07 00:00,1.7574999999999998,A,,
2020-08-07 01:00,4.9375,A,,
2020-08-07 02:00,4.465,A,,
2020-08-07 03:00,4.295,A,,
2020-08-07 04:00,4.465,A,,
2020-08-07 05:00,5.61,A,,
2020-08-07 06:00,5.685,A,,
2020-08-07 07:00,5.187499999999999,A,,
2020-08-07 08:00,1.015,A,,
2020-08-07 09:00,3.4975,A,,
2020-08-07 10:00,4.02,A,,
2020-08-07 11:00,4.4925,A,,
2020-08-07 12:00,5.0875,A,,
2020-08-07 13:00,5.3625,A,,
2020-08-07 14:00,5.3125,A,,
2020-08-07 15:00,1.8125,A,,
2020-08-07 16:00,1.4125,A,,
2020-08-07 17:00,0.69,A,,
2020-08-07 18:00,0.965,A,,
2020-08-07 19:00,0.7175,A,,
2020-08-07 20:00,0.8900000000000001,A,,
2020-08-07 21:00,0.9425,A,,
2020-08-07 22:00,0.84,A,0.0,A
2020-08-07 23:00,0.8099999999999999,A,0.1,A
2020-08-08 00:00,0.8425,A,,
2020-08-08 01:00,0.72,A,,
2020-08-08 02:00,0.55,A,,
2020-08-08 03:00,0.4,A,,
2020-08-08 04:00,0.3975,A,,
2020-08-08 05:00,0.3999999999999999,A,,
2020-08-08 06:00,0.5725,A,,
2020-08-08 07:00,0.475,A,,
2020-08-08 08:00,0.6000000000000001,A,,
2020-08-08 09:00,0.4166666666666667,A,0.0,A
2020-08-08 10:00,0.65,A,,
2020-08-08 11:00,0.75,A,,
2020-08-08 12:00,0.65,A,,
2020-08-08 13:00,0.725,A,,
2020-08-08 14:00,0.55,A,,
2020-08-08 15:00,0.425,A,,
2020-08-08 16:00,0.475,A,,
2020-08-08 17:00,0.525,A,,
2020-08-08 18:00,0.475,A,,
2020-08-08 19:00,0.575,A,,
2020-08-08 20:00,0.5,A,,
2020-08-08 21:00,0.425,A,,
2020-08-08 22:00,0.425,A,,
2020-08-08 23:00,0.625,A,,
2020-08-09 00:00,0.3,A,,
2020-08-09 01:00,0.2274999999999999,A,,
2020-08-09 02:00,0.525,A,,
2020-08-09 03:00,0.355,A,,
2020-08-09 04:00,0.3999999999999999,A,,
2020-08-09 05:00,0.2325,A,,
2020-08-09 06:00,0.2799999999999999,A,,
2020-08-09 07:00,0.31,A,,
2020-08-09 08:00,0.185,A,,
2020-08-09 09:00,0.285,A,,
2020-08-09 10:00,0.36,A,,
2020-08-09 11:00,0.5800000000000001,A,,
2020-08-09 12:00,0.58,A,,
2020-08-09 13:00,0.36,A,0.0,A
2020-08-09 14:00,0.5825,A,,
2020-08-09 15:00,0.5575,A,,
2020-08-09 16:00,0.385,A,,
2020-08-09 17:00,0.4825,A,,
2020-08-09 18:00,0.385,A,,
2020-08-09 19:00,0.26,A,,
2020-08-09 20:00,0.385,A,,
2020-08-09 21:00,0.4599999999999999,A,,
2020-08-09 22:00,0.41,A,,
2020-08-09 23:00,0.385,A,,
2020-08-10 00:00,0.21,A,,
2020-08-10 01:00,0.335,A,,
2020-08-10 02:00,0.485,A,,
2020-08-10 03:00,0.235,A,,
2020-08-10 04:00,0.335,A,,
2020-08-10 05:00,0.385,A,,
2020-08-10 06:00,0.385,A,,
2020-08-10 07:00,0.385,A,,
2020-08-10 08:00,0.485,A,,
2020-08-10 09:00,0.385,A,,
2020-08-10 10:00,0.56,A,,
2020-08-10 11:00,0.3349999999999999,A,,
2020-08-10 12:00,0.335,A,,
2020-08-10 13:00,0.41,A,,
2020-08-10 14:00,0.385,A,,
2020-08-10 15:00,0.1675,A,,
2020-08-10 16:00,0.36,A,,
2020-08-10 17:00,0.3349999999999999,A,,
2020-08-10 18:00,0.1925,A,,
2020-08-10 19:00,0.2175,A,,
2020-08-10 20:00,0.3675,A,,
2020-08-10 21:00,0.415,A,,
2020-08-10 22:00,0.3175,A,,
2020-08-10 23:00,0.3675,A,,
2020-08-11 00:00,0.4650000000000001,A,,
2020-08-11 01:00,0.4175,A,,
2020-08-11 02:00,0.37,A,,
2020-08-11 03:00,0.32,A,,
2020-08-11 04:00,0.32,A,,
2020-08-11 05:00,0.37,A,,
2020-08-11 06:00,0.3949999999999999,A,,
2020-08-11 07:00,0.295,A,,
2020-08-11 08:00,0.5925,A,,
2020-08-11 09:00,0.4449999999999999,A,,
2020-08-11 10:00,0.3199999999999999,A,,
2020-08-11 11:00,0.57,A,,
2020-08-11 12:00,0.42,A,,
2020-08-11 13:00,0.32,A,,
2020-08-11 14:00,0.42,A,,
2020-08-11 15:00,0.5449999999999999,A,,
2020-08-11 16:00,0.395,A,,
2020-08-11 17:00,0.395,A,,
2020-08-11 18:00,0.245,A,,
2020-08-11 19:00,0.345,A,,
2020-08-11 20:00,0.3033333333333333,A,0.0,A
2020-08-11 21:00,0.42,A,,
2020-08-11 22:00,0.47,A,0.0,A
2020-08-11 23:00,0.395,A,,
2020-08-12 00:00,0.37,A,,
2020-08-12 01:00,0.32,A,,
2020-08-12 02:00,0.295,A,,
2020-08-12 03:00,0.2975,A,,
2020-08-12 04:00,0.395,A,,
2020-08-12 05:00,0.37,A,,
2020-08-12 06:00,0.445,A,,
2020-08-12 07:00,0.52,A,,
2020-08-12 08:00,0.5033333333333333,A,0.0,A
2020-08-12 09:00,0.2775,A,,
2020-08-12 10:00,0.325,A,,
2020-08-12 11:00,0.3025,A,,
2020-08-12 12:00,0.2299999999999999,A,,
2020-08-12 13:00,0.255,A,,
2020-08-12 14:00,0.5525,A,,
2020-08-12 15:00,0.4024999999999999,A,,
2020-08-12 16:00,0.6225,A,,
2020-08-12 17:00,0.745,A,,
2020-08-12 18:00,0.33,A,,
2020-08-12 19:00,0.505,A,,
2020-08-12 20:00,0.4549999999999999,A,,
2020-08-12 21:00,0.5025,A,,
2020-08-12 22:00,0.5133333333333333,A,0.1,A
2020-08-12 23:00,0.6050000000000001,A,,
2020-08-13 00:00,0.6275000000000001,A,,
2020-08-13 01:00,0.53,A,,
2020-08-13 02:00,0.53,A,,
2020-08-13 03:00,0.655,A,,
2020-08-13 04:00,0.6050000000000001,A,,
2020-08-13 05:00,0.68,A,,
2020-08-13 06:00,0.755,A,,
2020-08-13 07:00,0.7300000000000001,A,,
2020-08-13 08:00,0.5800000000000001,A,,
2020-08-13 09:00,0.63,A,,
2020-08-13 10:00,0.8300000000000001,A,,
2020-08-13 11:00,0.68,A,,
2020-08-13 12:00,0.8799999999999999,A,,
2020-08-13 13:00,0.7550000000000001,A,,
2020-08-13 14:00,0.53,A,,
2020-08-13 15:00,0.5049999999999999,A,,
2020-08-13 16:00,0.455,A,,
2020-08-13 17:00,0.6050000000000001,A,,
2020-08-13 18:00,0.605,A,,
2020-08-13 19:00,0.6825,A,,
2020-08-13 20:00,0.58,A,,
2020-08-13 21:00,0.4574999999999999,A,,
2020-08-13 22:00,0.48,A,,
2020-08-13 23:00,0.43,A,,
2020-08-14 00:00,0.4575,A,,
2020-08-14 01:00,0.4349999999999999,A,,
2020-08-14 02:00,0.41,A,,
2020-08-14 03:00,0.6325000000000001,A,,
2020-08-14 04:00,0.4874999999999999,A,,
2020-08-14 05:00,0.6799999999999999,A,0.1,A
2020-08-14 06:00,0.515,A,,
2020-08-14 07:00,0.61,A,,
2020-08-14 08:00,0.365,A,,
2020-08-14 09:00,0.415,A,,
2020-08-14 10:00,0.5875,A,,
2020-08-14 11:00,0.9325,A,,
2020-08-14 12:00,0.64,A,,
2020-08-14 13:00,0.5375,A,,
2020-08-14 14:00,0.5149999999999999,A,,
2020-08-14 15:00,0.565,A,,
2020-08-14 16:00,0.415,A,,
2020-08-14 17:00,0.4650000000000001,A,,
2020-08-14 18:00,0.365,A,,
2020-08-14 19:00,0.39,A,,
2020-08-14 20:00,0.4650000000000001,A,,
2020-08-14 21:00,0.365,A,,
2020-08-14 22:00,0.44,A,,
2020-08-14 23:00,0.6233333333333334,A,0.2,A
2020-08-15 00:00,0.265,A,,
2020-08-15 01:00,0.615,A,,
2020-08-15 02:00,0.39,A,,
2020-08-15 03:00,0.265,A,,
2020-08-15 04:00,0.4399999999999999,A,,
2020-08-15 05:00,0.2175,A,,
2020-08-15 06:00,0.4233333333333333,A,0.1,A
2020-08-15 07:00,0.365,A,,
2020-08-15 08:00,0.2925,A,,
2020-08-15 09:00,0.415,A,,
2020-08-15 10:00,0.3675,A,,
2020-08-15 11:00,0.2975,A,,
2020-08-15 12:00,0.2724999999999999,A,,
2020-08-15 13:00,0.4175,A,,
2020-08-15 14:00,0.3725,A,,
2020-08-15 15:00,0.25,A,,
2020-08-15 16:00,0.6425000000000001,A,,
2020-08-15 17:00,0.35,A,,
2020-08-15 18:00,0.225,A,,
2020-08-15 19:00,0.2975,A,,
2020-08-15 20:00,0.2,A,,
2020-08-15 21:00,0.3,A,,
2020-08-15 22:00,0.375,A,,
