DateTime,WTemp_C,Flag_WTemp_C,SpC_uScm,Flag_SpC_uScm,Turb_FNU,Flag_Turb_FNU
2008-12-05 06:00,5.1,A,486.5,A,8.924999999999997,A
2008-12-05 07:00,4.875,A,485.75,A,8.175,A
2008-12-05 08:00,4.65,A,484.0,A,8.35,A
2008-12-05 09:00,4.45,A,482.25,A,7.75,A
2008-12-05 10:00,4.25,A,480.5,A,7.300000000000002,A
2008-12-05 11:00,4.05,A,480.0,A,8.025,A
2008-12-05 12:00,3.85,A,479.25,A,7.1,A
2008-12-05 13:00,3.725,A,478.5,A,7.574999999999998,A
2008-12-05 14:00,3.65,A,476.75,A,7.35,A
2008-12-05 15:00,3.675,A,474.5,A,8.225000000000001,A
2008-12-05 16:00,3.875,A,472.75,A,7.6,A
2008-12-05 17:00,4.15,A,472.0,A,7.475,A
2008-12-05 18:00,4.375,A,472.5,A,7.775,A
2008-12-05 19:00,4.625,A,473.5,A,7.725,A
2008-12-05 20:00,4.7,A,475.0,A,7.475,A
2008-12-05 21:00,4.675000000000002,A,477.0,A,7.199999999999998,A
2008-12-05 22:00,4.574999999999998,A,479.0,A,7.15,A
2008-12-05 23:00,4.45,A,481.0,A,7.300000000000002,A
2008-12-06 00:00,4.275,A,482.75,A,7.175000000000002,A
2008-12-06 01:00,4.1,A,484.5,A,7.325000000000001,A
2008-12-06 02:00,3.9,A,486.25,A,7.35,A
2008-12-06 03:00,3.7,A,487.75,A,7.15,A
2008-12-06 04:00,3.5,A,489.5,A,6.950000000000001,A
2008-12-06 05:00,3.325,A,490.75,A,6.949999999999998,A
2008-12-06 06:00,3.1,A,491.75,A,7.0,A
2008-12-06 07:00,2.9000000000000004,A,493.0,A,6.749999999999999,A
2008-12-06 08:00,2.8,A,493.75,A,6.550000000000002,A
2008-12-06 09:00,2.7,A,495.0,A,6.5,A
2008-12-06 10:00,2.6,A,495.5,A,6.4,A
2008-12-06 11:00,2.6,A,496.25,A,6.25,A
2008-12-06 12:00,2.525,A,497.0,A,6.25,A
2008-12-06 13:00,2.5,A,497.75,A,6.05,A
2008-12-06 14:00,2.525,A,498.0,A,5.8500000000000005,A
2008-12-06 15:00,2.625,A,499.0,A,5.675,A
2008-12-06 16:00,2.85,A,498.75,A,5.675000000000002,A
2008-12-06 17:00,3.3000000000000003,A,498.0,A,5.574999999999998,A
2008-12-06 18:00,3.65,A,498.0,A,5.5,A
2008-12-06 19:00,3.775,A,498.0,A,5.375,A
2008-12-06 20:00,3.875,A,497.25,A,5.35,A
2008-12-06 21:00,4.0,A,497.0,A,5.3,A
2008-12-06 22:00,4.0,A,497.75,A,5.25,A
2008-12-06 23:00,4.0,A,498.0,A,5.175,A
2008-12-07 00:00,4.0,A,498.0,A,5.125,A
2008-12-07 01:00,4.0,A,498.0,A,5.074999999999998,A
2008-12-07 02:00,3.975,A,498.0,A,4.975,A
2008-12-07 03:00,3.825,A,498.0,A,4.95,A
2008-12-07 04:00,3.725,A,498.0,A,4.975,A
2008-12-07 05:00,3.65,A,498.0,A,4.925000000000002,A
2008-12-07 06:00,3.6,A,498.0,A,4.875,A
2008-12-07 07:00,3.475,A,498.0,A,4.8,A
2008-12-07 08:00,3.375,A,498.0,A,4.725,A
2008-12-07 09:00,3.225,A,498.25,A,4.675,A
2008-12-07 10:00,3.05,A,499.0,A,4.625,A
2008-12-07 11:00,2.85,A,499.5,A,4.625,A
